delay,avg_diff_ratio
-2.0,-0.001969879472878019
-1.8,0.00879722009215418
-1.6,0.013937112471690832
-1.4,-0.0007082947860035084
-1.2,-0.0027576890826726953
-1.0,0.018934512908247735
-0.8,-0.002543619926270477
-0.6,0.012691600742589973
-0.4,0.015695183345411947
-0.2,0.0015498278176555378
0.0,-0.005373328531906501
0.2,-0.015335817455453642
0.4,-0.027947110629061817
0.6,-0.032032954628239414
0.8,-0.025864943784734123
1.0,-0.02296175372925025
1.2,-0.03175441298011427
1.4,-0.02422732612916929
1.6,-0.00866982663920122
1.8,0.001813646650959549
2.0,-0.006705876341908942
2.2,-0.00025237981715249026
2.4,0.010709596498024327
2.6,0.03249374492299304
2.8,0.015683057067187426
3.0,0.03184528902269543
3.2,0.011894988617928351
3.4,0.01692450482497448
3.6,0.012656980258488305
3.8,0.006924615794965977
4.0,-0.007646641427646384
4.2,-0.01150932004630417
4.4,-0.020905533401186224
4.6,-0.01187446253720705
4.8,0.007022295081045306
5.0,-0.0018802495523919183
5.2,-0.008226667539330136
5.4,-0.00047858082653155255
5.6,0.011586825747979186
5.8,0.013874994468193673
6.0,0.008781800184442561
6.2,0.02071918810976998
6.4,0.010745520096431314
6.6,0.028078805038172148
6.8,0.005522222004492511
7.0,-0.0008162029319076664
7.2,0.023229728584013214
7.4,0.0075573306745196625
7.6,0.0016315577668403313
7.8,-0.004007360693949284
8.0,0.01170193950821307
8.2,-0.006939184836818745
8.4,0.0003973037068207592
8.6,-0.008970986861064486
8.8,0.004338313391322102
9.0,-8.984311205689332e-05
9.2,0.02582858594991869
9.4,0.025641951049705004
9.6,0.019600355737314275
9.8,0.010432054277456962
10.0,0.002454299995371685
10.2,0.018068800758485815
10.4,-0.0017583350432051718
10.6,0.007965429232512087
10.8,-0.007407804856367283
11.0,0.012226497081897584
11.2,0.0007902540948842184
11.4,0.008965572647716769
11.6,-0.0026527639304184066
11.8,0.01346980579978522
12.0,0.011554350815983381
12.2,0.01581941676934322
12.4,-0.00868715928909149
12.6,0.009817832939986606
12.8,0.017996580516430875
13.0,0.009309560526516138
13.2,0.017953908982456027
13.4,-0.009155830349200996
13.6,0.0071299854764935375
13.8,0.004874388161799235
14.0,0.022166163867598645
14.2,0.011325601137773601
14.4,-0.003849171505443037
14.6,0.005082726066749325
14.8,-0.006636963432821639
15.0,0.00034261221932217295
15.2,-0.000981981870215893
15.4,0.02102933758889502
15.6,0.009570245369625308
15.8,0.019337102621569343
16.0,0.01797870713342924
16.2,0.018809797586937443
16.4,0.011115677840062179
16.6,0.009422786914459233
16.8,-0.002268111551828083
17.0,-0.001453846541831034
17.2,0.012689695429069036
17.4,0.03302356238924194
17.6,-0.00020674269385679442
17.8,0.002083858817249055
18.0,-0.0027058555393967673
18.2,0.008772663656750132
18.4,0.02336937847728454
18.6,-0.00037793567778178955
18.8,0.010996813366251764
19.0,0.023493070616339016
19.2,-0.002126509768237087
19.4,0.01261765503869542
19.6,0.006266441918233574
19.8,-0.01738632434370936
20.0,-0.006537654422606201
20.2,0.01895688295781194
20.4,0.0036847530772606625
20.6,0.011243467432647931
20.8,-0.005517329479575423
21.0,0.012071783311790594
21.2,0.005168892303529029
21.4,0.009009000801005217
21.6,-0.005483370114391685
21.8,0.013933230608682262
22.0,0.019828298418191975
22.2,0.005525114740119298
22.4,-0.003779219752205074
22.6,0.001931593239995336
22.8,0.019002940175565128
23.0,-0.0031205980544074855
23.2,0.02614223474288389
23.4,-0.0004988636342494876
23.6,-0.014089407843988946
23.8,0.01942662895363106
24.0,-0.0008136920682119373
24.2,0.009418975826659369
24.4,0.011191528680353724
24.6,0.022591730999668696
24.8,0.003171269087654544
25.0,0.015866411911065404
25.2,0.008498886941141657
25.4,0.01272247963107534
25.6,0.0008541236502182343
25.8,0.012897894415355925
26.0,0.019167407805274282
26.2,0.00781179242577162
26.4,0.010194461108170976
26.6,-0.0070015640957380235
26.8,0.006902628220437784
27.0,0.016354620880134407
27.2,0.015492686314401408
27.4,0.012897727707270054
27.6,0.001430604203221467
27.8,0.005640337174426438
28.0,0.010389052280401963
28.2,0.01082319333600936
28.4,-0.0025833940560057033
28.6,0.0013018586500125717
28.8,0.009090431540626484
29.0,0.008685719417675127
29.2,-0.01010137387778146
29.4,-0.002777426315904276
29.6,0.006304183951083723
29.8,0.008392284555797368
