delay,avg_diff_ratio
-2.0,0.009501522387761866
-1.75,0.017387640554746026
-1.5,0.010918659282078783
-1.25,0.00919955630350602
-1.0,0.01498577617682795
-0.75,0.00753415386543764
-0.5,0.0004793359820661197
-0.25,-0.034701579934306725
0.0,-0.06148194118215248
0.25,-0.06155934385522017
0.5,-0.07579796973371074
0.75,-0.0715022813208618
1.0,-0.04574219223422865
1.25,-0.04017908727180202
1.5,-0.02608897514624613
1.75,0.0005897108441544335
2.0,0.023592173330372092
2.25,0.04002840177141208
2.5,0.04636444798479639
2.75,0.04147064266868076
3.0,0.02342804830789007
3.25,0.00830453217668048
3.5,-0.0171625943529294
3.75,-0.03529795924356069
4.0,-0.04756464681247278
4.25,-0.0323170594345462
4.5,-0.008829013252775884
4.75,-0.003301412411738845
5.0,0.0011476641721448165
5.25,0.023099173547471992
5.5,0.017313498559624288
5.75,0.028848476475587723
6.0,0.039309264871364144
6.25,0.0025425086379127246
6.5,0.00963553419604267
6.75,-0.010258607132671077
7.0,-0.02207397474676415
7.25,-0.011423784513598472
7.5,-0.01065389701839401
7.75,0.0017950700901593337
8.0,-0.014584647795246859
8.25,0.008573291419426787
8.5,0.00981430482482514
8.75,0.022489566827932305
9.0,0.03305412603580156
9.25,0.00983007184549217
9.5,0.011625622394966761
9.75,-0.001663755670924923
10.0,0.005433137674949966
10.25,-0.006240403737248143
10.5,-0.012072011386294585
10.75,-0.011939013532052888
11.0,0.0008189336614522208
11.25,0.012175889666149643
11.5,0.0034672522452673703
11.75,0.00803459450557961
12.0,0.01026347387732851
12.25,0.008453306229253386
12.5,0.01829666298679222
12.75,0.008140467336031175
13.0,-0.0008022251065714465
13.25,-0.006221092880855416
13.5,-0.006875348135680782
13.75,0.0025028847460920847
14.0,-0.0018543451754577244
14.25,0.012418858467617654
14.5,0.00802380539543173
14.75,-0.008058722370851718
15.0,0.00824800552518724
15.25,0.008934049883316423
15.5,0.007365075339192411
15.75,-0.010264943309902843
16.0,0.006104195473730048
16.25,0.00033537430189488647
16.5,0.006160265094483747
16.75,0.0022846859342234233
17.0,0.0014080514648679775
17.25,0.002435677500006553
17.5,-0.009360311902668653
17.75,-0.0033209126872584143
18.0,-0.0031839480983104026
18.25,8.116749483623007e-05
18.5,-0.0003869848741695492
18.75,0.003160495575472913
19.0,-0.0002761753691161705
19.25,0.0036178844841458927
19.5,-0.007609183188273901
19.75,-0.0037181860575238096
