delay,avg_diff_ratio
-2.0,-0.007445601604242952
-1.7,-0.004627481706785456
-1.4,-0.0010978753910000953
-1.1,0.005495285203094267
-0.8,0.00785596308010173
-0.5,-0.0036436572584900018
-0.2,0.009520518005398281
0.1,-0.013530034254357354
0.4,-0.012777336004003634
0.7,-0.014953985638655746
1.0,-0.013162805671078017
1.3,-0.023948916438332687
1.6,-0.0003850516793444343
1.9,-0.0048879580303846405
2.2,0.010970656823536611
2.5,0.012892270111424147
2.8,0.0028318016266142745
3.1,-0.005834891658148817
3.4,0.011963652297584105
3.7,-0.007749540077936643
4.0,-0.006226824875466395
4.3,-0.007668964910468207
4.6,0.0007772206580279726
4.9,-0.0012495204453042746
5.2,0.01115294495786403
5.5,0.013744232395070383
5.8,-0.002547260126395973
6.1,0.007072166847398955
6.4,0.006066607761806115
6.7,0.001509827203572911
7.0,-0.004226152089521684
7.3,-0.006401728368443827
7.6,0.0023179380261844707
7.9,-0.010385087147788352
8.2,-0.011382129665285266
8.5,0.0009190894205890222
8.8,0.003937374704675012
9.1,0.015301090430337543
9.4,0.008811567275002593
9.7,0.0008526837922118391
10.0,-0.00845537931504852
10.3,0.008160304065799373
10.6,-0.009903973928071975
10.9,-0.0043095016937132625
11.2,0.00021572610812376676
11.5,-4.713304964643524e-06
11.8,0.011570133092168172
12.1,0.0016730213386628098
12.4,-0.009866091432770811
12.7,-0.0009164121934094845
13.0,0.014348778082238606
13.3,0.0010143088709448091
13.6,-0.009991825127575581
13.9,-0.0012867147344373974
14.2,0.004797792124151473
14.5,0.0012621549185247091
14.8,-0.007178579612419748
15.1,0.009315489049518106
15.4,-0.004145065456474914
15.7,0.017010937245026052
