delay,avg_diff_ratio
-2.0,0.012557670551705162
-1.75,0.0055112180848172635
-1.5,0.01134689705885523
-1.25,-0.0011678475105433167
-1.0,-0.011265141801741535
-0.75,-0.012758020844744932
-0.5,0.01437162802276675
-0.25,-0.01803816751365223
0.0,-0.034158487759939515
0.25,-0.04855259543239734
0.5,-0.0508385102366745
0.75,-0.05453453976836455
1.0,-0.035463992886243405
1.25,-0.028394586763796834
1.5,-0.014089358369439572
1.75,-0.006894357762230105
2.0,0.013632178826955771
2.25,0.027738190664189137
2.5,0.03367243596635115
2.75,0.03398984628895142
3.0,0.021299678188366672
3.25,0.013336296409584534
3.5,-0.0315957055565727
3.75,-0.02349164162483341
4.0,-0.009984399739072296
4.25,-0.02710159077776479
4.5,-0.01865957548104592
4.75,-0.01992506305607775
5.0,-0.00636527013552094
5.25,0.006054280250660361
5.5,0.025879509429479534
5.75,0.004332863982226551
6.0,0.018191153406667177
6.25,0.002988773921732104
6.5,-0.011493286448978294
6.75,-0.009445614130698679
7.0,-0.01790785591245186
7.25,-0.0075970393709554485
7.5,-0.02314232224537239
7.75,-0.009941781436943018
8.0,-0.006014757113673227
8.25,0.01723000398330179
8.5,-0.005169888659568346
8.75,0.019375552481699577
9.0,0.015425920374379355
9.25,0.02170619600955458
9.5,0.011703231478313533
9.75,0.01872368065162627
10.0,-0.0005007404103790576
10.25,-0.014954814243686628
10.5,-0.007963724248087419
10.75,-0.004863802455282093
11.0,-0.004110978838789678
11.25,-0.010323720398360924
11.5,-0.007590318650660631
11.75,0.01046428417561531
12.0,0.017499461520684188
12.25,0.01474508160930178
12.5,0.0003017571545981714
12.75,0.014455695211545655
13.0,-0.003773191678785361
13.25,0.00191530637702501
13.5,-0.005528718292649801
13.75,-0.0059795976942936735
14.0,-0.0031352685035331263
14.25,-0.008411436811339797
14.5,0.01301457475884343
14.75,0.010832363155432127
15.0,0.01329104974427613
15.25,0.005981361573738057
15.5,0.005852907867883681
15.75,-0.0027600966569291388
16.0,-0.0050055065477081955
16.25,-0.0006097432673094783
16.5,-0.004269407179526842
16.75,0.0016129174793444465
17.0,0.007708966570974161
17.25,0.003263827171534784
17.5,-0.02445387981225664
17.75,-0.0013928621806578727
18.0,-0.0048535009088031015
18.25,0.002734587354949407
18.5,-0.0037405643944475606
18.75,0.0020886776468352847
19.0,0.004133406908621378
19.25,-0.0007227634168447911
19.5,0.010033960932149645
19.75,-0.00358947398914771
