delay,avg_diff_ratio
-2.0,-0.001544622467986241
-1.75,0.0012465685730881787
-1.5,-0.005400040601741279
-1.25,-0.001388299067243802
-1.0,-0.009017663737683288
-0.75,-0.00544122047668634
-0.5,-0.0009042568279519659
-0.25,-0.005289831549915924
0.0,0.006469375434699256
0.25,0.00038271267845139213
0.5,-0.0157655575700493
0.75,-0.02944245388103693
1.0,-0.026609851334133298
1.25,-0.026307015542394487
1.5,-0.02082796101658868
1.75,-0.01944803782617056
2.0,-0.014661185721989208
2.25,-0.01131888531370419
2.5,-0.0025339468618824734
2.75,0.00768884783119864
3.0,0.010116517402835893
3.25,0.004457951724069232
3.5,-0.0016773225121796812
3.75,0.003363452090743646
4.0,-0.009086582986544882
4.25,-0.008031349249645641
4.5,-0.014708609604052186
4.75,-0.013278239533893569
5.0,-0.012143595076906323
5.25,-0.015417933997833384
5.5,0.0012269457648576365
5.75,0.005726199252643957
6.0,-0.003908677555726942
6.25,0.001941183527150773
6.5,0.0007276469074888714
6.75,-0.001992095746596072
7.0,-0.001924418783751356
7.25,-0.010784291076398939
7.5,0.012298839123700172
7.75,-0.013390337727778567
8.0,-0.004530681091947297
8.25,-0.0025112497068919084
8.5,-0.0008064701150463097
8.75,-0.01358318162589686
9.0,0.011388952561270453
9.25,0.0014441670742563694
9.5,-0.0024982403008847872
9.75,0.00038113749341485567
10.0,0.008069402385692323
10.25,0.0031806725771387134
10.5,-0.001255658659938986
10.75,-0.005941166101616517
11.0,0.006932980435637009
11.25,-0.009660072827971588
11.5,-0.008966503778408194
11.75,-0.003157503952273038
12.0,-0.001707174183156412
12.25,0.0047294959044973705
12.5,0.0018308281843088586
12.75,0.005544097612720193
13.0,0.003846867730010104
13.25,0.003930830887222941
13.5,-0.0007696746654137734
13.75,-0.014773633968540444
14.0,-0.004252062774841371
14.25,0.0024076862107457104
14.5,-0.016352944462574702
14.75,1.6745468221288086e-05
15.0,0.003363531726035924
15.25,-0.008128922388954773
15.5,0.0006091679295854922
15.75,-0.0007552513283342793
16.0,-0.004660196174317475
16.25,0.0010002365468119601
16.5,-0.006382233443284078
16.75,-0.0021619239632171324
17.0,-0.011449960352613512
17.25,-0.007982726667285861
17.5,-0.007539028081902714
17.75,-0.004523878852162024
18.0,0.0016397065934777343
18.25,0.0013252004044183982
18.5,-0.002591817997318729
18.75,-0.00039926278849170845
19.0,-0.001949679740175936
19.25,0.0021577867209752704
19.5,-0.009323858073951486
19.75,-0.008674795157631794
20.0,-0.008547331705665616
20.25,-0.01464460688716298
20.5,0.002253663055551156
20.75,-0.005592512942160747
21.0,-0.008985742251078606
21.25,-0.00391539341589036
21.5,-0.005609835045282907
21.75,-0.009356417462431441
22.0,-0.003611806826463273
22.25,-0.009201198342304586
22.5,0.006428270980977173
22.75,-0.003965264930201278
23.0,-0.003869384280677642
23.25,0.00023520844198030925
23.5,0.0023675365513620606
23.75,-0.0040596611303333075
24.0,0.007039450135586682
24.25,-0.009838394048025311
24.5,-0.007878553083319965
24.75,-0.003669540276231076
25.0,-0.0006386276291660375
25.25,-0.003621998475089339
25.5,0.0006081028931080421
25.75,-0.007550712421805313
26.0,-0.006567323473922802
26.25,-0.0075875827983489606
26.5,-0.006669952198373191
26.75,-0.012723179554562517
27.0,0.0012645777403801192
27.25,-0.017372256376821955
27.5,-0.004214558446645393
27.75,-0.018707753313627725
28.0,-0.008679834892014675
28.25,-0.001840807581889098
28.5,0.004634381761020348
28.75,-0.008641393282673937
29.0,-0.001846024050099928
29.25,-0.0027442639059471704
29.5,-0.0010954196015709567
29.75,0.008462479878666253
