delay,avg_diff_ratio
-3.0,0.011151763433376838
-2.5,-0.0026294373206968186
-2.0,-0.0007875459289471232
-1.5,-0.007544319326728991
-1.0,0.002174877006662463
-0.5,-0.002297509670071951
0.0,0.006240759934993323
0.5,-0.010927774109887753
1.0,-0.01667745589660645
1.5,-0.009485658087639456
2.0,-0.006962657198293354
2.5,-0.006986814536016328
3.0,0.009348864638650027
3.5,0.0023336840151672675
4.0,-0.0002947146687985158
4.5,-0.0023942594183338547
5.0,0.0015925763220024129
5.5,-0.002668022787253893
6.0,0.0037147764450267307
6.5,0.006992512799337938
7.0,0.003370356353326157
7.5,-0.0029986108921326916
8.0,-0.0001097996460565576
8.5,0.0016571498248858748
9.0,0.013842177781096589
9.5,-0.0033138131678669227
10.0,0.011732681786818947
10.5,-0.0034323684924767728
11.0,-0.00033404450386173974
11.5,0.009598803977960198
12.0,-0.005184771291294329
12.5,0.014104930318881199
13.0,0.011672708513206445
13.5,0.0004184949968285289
14.0,0.003466064526384772
14.5,0.0025003025294016703
15.0,-0.005579990741328089
15.5,-0.007444043890748555
16.0,0.00045859539669444174
16.5,-0.002135274431541343
17.0,0.004544615356070576
17.5,0.0012013659695601796
18.0,-0.0009770573059011344
18.5,0.0021648975946846546
19.0,0.0021310053876284814
19.5,0.0026060373491322147
